LMFA,LM Funding America reports Q1 results,"Yesterday, 9:20 AM"
KDP,Acorn to lighten stake in Keurig Dr Pepper,"Yesterday, 9:20 AM"
,Chubb declares $0.75 dividend,"Yesterday, 9:18 AM"
AWSM,Cool Holdings reports Q1 results,"Yesterday, 9:17 AM"
,WIX and FTCH among premarket losers,"Yesterday, 9:17 AM"
MRTX,Mirati up 11% premarket on AMG 510 data,"Yesterday, 9:16 AM"
UBNT,Ubiquiti Networks goes ex-dividend tomorrow,"Yesterday, 9:15 AM"
TROX,Tronox goes ex-dividend tomorrow,"Yesterday, 9:13 AM"
TIPT,Tiptree declares goes ex-dividend tomorrow,"Yesterday, 9:11 AM"
,Old Dominion Freight Line declares $0.17 dividend,"Yesterday, 9:09 AM"
ZEAL,Zealand Pharma reports Q1 results,"Yesterday, 9:09 AM"
LECO,Lincoln Electric enters into agreement to acquire Askaynak,"Yesterday, 9:09 AM"
AMGN,Amgen slips 1% premarket on AMG 510 data,"Yesterday, 9:08 AM"
PT,Pintec receives Nasdaq noncompliance notice,"Yesterday, 9:07 AM"
ODFL,Old Dominion reloads buyback program,"Yesterday, 9:07 AM"
EDNT,Edison Nation reports Q1 results,"Yesterday, 9:07 AM"
TYEKF,Thyssenkrupp +7% in Germany on potential deal for elevator unit,"Yesterday, 9:07 AM"
IVTJF,Investec reports FY results,"Yesterday, 9:05 AM"
TSLA,Tesla's communications chief steps down,"Yesterday, 9:03 AM"
DIGP,Digipath reports Q2 results,"Yesterday, 9:03 AM"
CUE,FDA accepts Cue Bio's IND for CUE-101; shares up 5% premarket,"Yesterday, 9:03 AM"
,On the hour,"Yesterday, 9:01 AM"
VATE,Elev8 Brands reports Q1 results,"Yesterday, 9:01 AM"
,Freddie sees steady growth in housing market,"Yesterday, 9:00 AM"
NNGPF,NN Group NV reports Q1 results,"Yesterday, 8:59 AM"
GAXY,Galaxy Next Generation reports Q3 results,"Yesterday, 8:58 AM"
MASI,FDA OKs Masimo's Radius PPG,"Yesterday, 8:57 AM"
ARZGF,Assicurazioni Generali S.p.A. reports Q1 results,"Yesterday, 8:57 AM"
LMT,Lockheed to market Rafael SPICE kits in U.S.,"Yesterday, 8:54 AM"
KBCSF,KBC Group NV reports Q1 results,"Yesterday, 8:53 AM"
ADRO,Aduro bails on BION-1301 in multiple myeloma; shares down 7% premarket,"Yesterday, 8:51 AM"
EQNR,Equinor rejects proposal to halt exploration at Great Australian Bight,"Yesterday, 8:49 AM"
ALL,Allstate April cat losses mostly from Texas wind/hail storms,"Yesterday, 8:45 AM"
JACK,Buybacks replace M&A on Jack in the Box menu,"Yesterday, 8:45 AM"
SFTBY,SoftBank leads $200M round in Indian grocer,"Yesterday, 8:43 AM"
GNWSF,GeneNews reports Q1 results,"Yesterday, 8:41 AM"
,Commercial National Financial declares $0.13 dividend,"Yesterday, 8:40 AM"
CHEK,Check-Cap up 12% premarket ahead of C-Scan data presentation,"Yesterday, 8:39 AM"
,J & J Snack Foods declares $0.50 dividend,"Yesterday, 8:39 AM"
,Premier Financial declares $0.15 dividend,"Yesterday, 8:39 AM"
ROX,Castle Brands updates guidance,"Yesterday, 8:38 AM"
RIGL,Rigel begins patient enrollment in late-stage AHIA study,"Yesterday, 8:36 AM"
HEB,Hemispherx Biopharma misses by $0.02,"Yesterday, 8:35 AM"
RXMD,Progressive Care reports Q1 results,"Yesterday, 8:33 AM"
,Housing starts bounce back in April,"Yesterday, 8:33 AM"
,Philly Fed Outlook exceeds expectations,"Yesterday, 8:32 AM"
XOM,Santos buys into Exxon-led Papua New Guinea gas field for $187M,"Yesterday, 8:32 AM"
,Jobless claims decline for second week,"Yesterday, 8:30 AM"
PIXY,ShiftPixy to unveil self-delivery platform,"Yesterday, 8:29 AM"
EOLS,Evolus down 10% premarket on 4M-share stock sale,"Yesterday, 8:29 AM"
CRM,Salesforce joins White House job-training push,"Yesterday, 8:28 AM"
MNTR,Mentor Capital reports Q1 results,"Yesterday, 8:26 AM"
SWK,Stanley Black & Decker kicks off investor day,"Yesterday, 8:26 AM"
CXW,CoreCivic gets ICE contract to restart detention center in New Mexico,"Yesterday, 8:24 AM"
HCCC,H/Cell Energy reports Q1 results,"Yesterday, 8:20 AM"
FRED,Fred's shuttering another 104 stores,"Yesterday, 8:19 AM"
ICHR,New Ichor bull sees growing SAM,"Yesterday, 8:17 AM"
SNH,Senior Housing begins asset sales under disposition plan,"Yesterday, 8:17 AM"
EVSI,Envision Solar reports Q1 results,"Yesterday, 8:16 AM"
M,Goldman pulls Sell rating on Macy's,"Yesterday, 8:15 AM"
SURG,Surge Holdings reports Q1 results,"Yesterday, 8:14 AM"
HLYK,HealthLynked reports Q1 results,"Yesterday, 8:13 AM"
LDSYF,Lifestyle Delivery Systems reports FY results,"Yesterday, 8:12 AM"
ARCK,ARC Group reports Q1 results,"Yesterday, 8:10 AM"
WMB,Williams' shale gas pipeline project denied key permit by New York regulator,"Yesterday, 8:10 AM"
SQIDF,SQI Diagnostics reports Q2 results,"Yesterday, 8:09 AM"
SAIC,Wells Fargo goes bullish on SAIC,"Yesterday, 8:09 AM"
LBUY,Leafbuyer Technologies reports Q1 results,"Yesterday, 8:08 AM"
REGN,Regeneron and Sanofi's Libtayo shows positive effect in mid-stage skin cancer study,"Yesterday, 8:07 AM"
SPEX,Spherix Incorporated reports Q1 results,"Yesterday, 8:07 AM"
KEM,"Kemet beats by $0.08, beats on revenue","Yesterday, 8:06 AM"
HLIX,Helix TCS reports Q1 results,"Yesterday, 8:04 AM"
KEM,Kemet declares $0.05 dividend,"Yesterday, 8:04 AM"
NXTD,"NXT-ID misses by $0.03, misses on revenue","Yesterday, 8:03 AM"
LPSN,LivePerson picks up another bull,"Yesterday, 8:01 AM"
,On the hour,"Yesterday, 8:00 AM"
DRNA,Dicerna begins patient dosing in early-stage HBV study,"Yesterday, 7:58 AM"
LM,Legg Mason activist talks could spark `deeper change' - Morgan Stanley,"Yesterday, 7:56 AM"
PAR,PAR Technology subsidiary wins $8.5M contract from U.S. Navy,"Yesterday, 7:56 AM"
JD,Nomura leaves JD.com sidelines,"Yesterday, 7:55 AM"
NGG,National Grid's full-year results overshadowed by nationalization talk,"Yesterday, 7:53 AM"
,Virtus Investment declares $0.55 dividend,"Yesterday, 7:47 AM"
RHHBY,Roche's entrectinib shows positive action in early-stage cancer study,"Yesterday, 7:47 AM"
ROKU,Roku will offer up to 1M shares,"Yesterday, 7:47 AM"
NTEC,Intec Pharma +14% on Merck collaboration,"Yesterday, 7:46 AM"
DE,Citi lowers price target on Deere,"Yesterday, 7:45 AM"
,Walmart hints at higher prices,"Yesterday, 7:42 AM"
QIWI,Qiwi surges 7% after boosting year guidance,"Yesterday, 7:39 AM"
GSK,Thermo Fisher to acquire manufacturing site in Ireland,"Yesterday, 7:39 AM"
MMYT,"MakeMyTrip beats by $0.14, beats on revenue","Yesterday, 7:39 AM"
NHLD,National Holdings reports Q2 results,"Yesterday, 7:36 AM"
APPN,Appian +2.8% as William Blair leaves sidelines,"Yesterday, 7:36 AM"
YCBD,"cbdMD beats by $0.06, beats on revenue","Yesterday, 7:33 AM"
NS,NuStar Energy L.P. announces public offering of senior notes,"Yesterday, 7:31 AM"
TRQ,Turquoise Hill set to pop after strong Q1 at Oyu Tolgoi,"Yesterday, 7:31 AM"
WIX,"Wix +1% on Q1 revenue beat, raised outlook","Yesterday, 7:28 AM"
,Three breakfast reads,"Yesterday, 7:28 AM"
GSK,GSK expands collaboration with Zymeworks,"Yesterday, 7:27 AM"
AVH,Avianca declares annual dividend of COP$46,"Yesterday, 7:25 AM"
CLDT,Chatham Lodging sells two western Pennsylvania hotels,"Yesterday, 7:18 AM"
VFF,Hemp bill clears Texas Senate,"Yesterday, 7:17 AM"
IOVA,Iovance up 28% premarket on positive TIL data,"Yesterday, 7:17 AM"
WMT,Walmart +2% after solid U.S. comp,"Yesterday, 7:15 AM"
EPIX,ESSA Pharma to acquire Realm Therapeutics,"Yesterday, 7:15 AM"
BDRAF,Airbus: Too soon to discuss Bombardier Belfast plant,"Yesterday, 7:12 AM"
QIWI,Qiwi names its investor relations head as interim CFO,"Yesterday, 7:11 AM"
MANU,"Manchester United beats by £0.01, misses on revenue","Yesterday, 7:08 AM"
GRPBF,"Grupo Lala, S.A.B. de C.V. declares MXN 0.1538 dividend","Yesterday, 7:05 AM"
,Nestle could be flush with cash,"Yesterday, 7:05 AM"
WMT,"Walmart beats by $0.11, misses on revenue","Yesterday, 7:04 AM"
,On the hour,"Yesterday, 7:00 AM"
CFX,"Colfax offloads air/gas unit, sees bolt-on acquisitions ahead","Yesterday, 6:54 AM"
QIWI,QIWI plc declares $0.28 dividend,"Yesterday, 6:49 AM"
,Redwood Trust declares $0.30 dividend,"Yesterday, 6:48 AM"
TPR,Tapestry declares $0.3375 dividend,"Yesterday, 6:47 AM"
BPTH,Bio-Path reports Q1 results,"Yesterday, 6:47 AM"
,Banc of California declares $0.06 dividend,"Yesterday, 6:47 AM"
QIWI,QIWI beats on revenue,"Yesterday, 6:35 AM"
EXP,"Eagle Materials beats by $0.03, beats on revenue","Yesterday, 6:31 AM"
GXYEF,Galaxy Entertainment reports Q1 results,"Yesterday, 6:24 AM"
MGIC,"Magic Software EPS in-line, misses on revenue","Yesterday, 6:23 AM"
SDVI,Signature Devices reports Q1 results,"Yesterday, 6:21 AM"
NGG,National Grid reports FY results,"Yesterday, 6:17 AM"
BWLLF,"BW LPG EPS in-line, misses on revenue","Yesterday, 6:16 AM"
AVH,Avianca misses on revenue,"Yesterday, 6:11 AM"
BCS,EU fines five banks €1B for forex rigging,"Yesterday, 6:06 AM"
BOUYF,Bouygues SA reports Q1 results,"Yesterday, 6:06 AM"
CLSK,CleanSpark reports Q2 results,"Yesterday, 6:06 AM"
BURBY,Burberry Group reports Q1 results,"Yesterday, 6:04 AM"
ZXAIY,China Zenix Auto reports Q1 results,"Yesterday, 6:02 AM"
ATSAF,"ATS Automation beats by $0.10, beats on revenue","Yesterday, 6:02 AM"
,"Huwaei ban spur trade fear, weighs on European markets","Yesterday, 6:00 AM"
KBR,KBR awarded 20 year contract to deliver major UK Nuclear Decommissioning program,"Yesterday, 5:57 AM"
CAAP,Corporacion America Airports reports April traffic,"Yesterday, 5:53 AM"
PLYM,Plymouth Industrial REIT prices 3M shares of common stock,"Yesterday, 5:44 AM"
NICE,"NICE-Systems beats by $0.07, beats on revenue","Yesterday, 5:37 AM"
FRO,"Frontline beats by $0.01, misses on revenue","Yesterday, 5:36 AM"
WMT,What to look for in Walmart's earnings,"Yesterday, 5:32 AM"
SPY,Futures debate direction amid latest trade war salvoes,"Yesterday, 5:03 AM"
SSNLF,Galaxy Fold set for release next month,"Yesterday, 4:17 AM"
FTLF,FitLife Brands reports Q1 results,"Yesterday, 4:08 AM"
CNRD,Conrad reports Q1 results,"Yesterday, 4:06 AM"
JINFF,China Gold International Resources reports Q1 results,"Yesterday, 4:05 AM"
CCAOF,Callidus Capital reports Q1 results,"Yesterday, 4:03 AM"
ITMSF,Intermap Technologies reports Q1 results,"Yesterday, 4:00 AM"
HRTFF,Harte Gold reports Q1 results,"Yesterday, 3:58 AM"
NGQRF,NGEx Resources reports Q1 results,"Yesterday, 3:55 AM"
YI,111 reports Q1 results,"Yesterday, 3:53 AM"
TSLA,Tesla push to boost jobs in New York,"Yesterday, 3:51 AM"
NSFDF,NXT Energy Solutions reports Q1 results,"Yesterday, 3:51 AM"
KDOZF,Kidoz reports Q1 results,"Yesterday, 3:48 AM"
SWKH,SWK Holdings reports Q1 results,"Yesterday, 3:46 AM"
KATFF,Katanga Mining reports Q1 results,"Yesterday, 3:44 AM"
IONI,I-ON Communications reports Q1 results,"Yesterday, 3:42 AM"
TLOFF,Talon Metals reports Q1 results,"Yesterday, 3:40 AM"
JOB,"GEE Group misses by $0.19, misses on revenue","Yesterday, 3:38 AM"
ADGO,Advantego  Corporation reports Q1 results,"Yesterday, 3:37 AM"
QSR,Burger King introduces Traffic Jam Whopper,"Yesterday, 3:37 AM"
SBFFY,SBM Offshore N.V. reports Q1 trading update,"Yesterday, 3:35 AM"
SOSSF,Sonae SGPS SA reports Q1 results,"Yesterday, 3:33 AM"
MRRTY,Marfrig Global Foods reports Q1 results,"Yesterday, 3:30 AM"
JE,Just Energy beats on revenue,"Yesterday, 3:21 AM"
SPACE,SpaceX postpones Starlink satellite launch,"Yesterday, 3:16 AM"
CPOIF,Capstone Infrastructure reports Q1 results,"Yesterday, 3:14 AM"
JUUL,FDA ordered to begin review of e-cigs,"Yesterday, 3:12 AM"
WIX,"Wix.com misses by $0.05, beats on revenue","Yesterday, 3:10 AM"
,Thursday's economic calendar,"Thu, May 16, 12:00 AM"
TROW,T. Rowe Price sells most of its Tesla shares,"Wed, May 15, 10:47 PM"
GCI,Gannett to retain all seats in MNG proxy fight - WSJ,"Wed, May 15, 10:33 PM"
XPO,"XPO shareholders support exec pay plan, reject independent chair","Wed, May 15, 10:29 PM"
MGNX,MacroGenics +13.1% on new data from breast cancer study,"Wed, May 15, 6:53 PM"
BG,"Bunge looks to downsize before growing again, CEO says","Wed, May 15, 6:48 PM"
RBBN,"Ribbon Comms +1.6% as CEO Hobbs buys 100,000 shares","Wed, May 15, 6:46 PM"
,"Trump order will ban some foreign telecom equipment; NOK, ERIC gain","Wed, May 15, 6:36 PM"
BOXL,"Boxlight misses by $0.24, misses on revenue","Wed, May 15, 6:35 PM"
MDLNF,Madalena Energy reports Q1 results,"Wed, May 15, 6:32 PM"
NTES,NetEase +3% after tripling profits with top-line strength,"Wed, May 15, 6:28 PM"
BP,New coalition of big-company CEOs pushes Congress for climate action,"Wed, May 15, 6:19 PM"
,Fed Atlanta cuts Q2 GDP model to 1.1%,"Wed, May 15, 6:16 PM"
ACFN,Acorn Energy reports Q1 results,"Wed, May 15, 6:14 PM"
NWHUF,NorthWest Healthcare Properties REIT declares CAD 0.06667 dividend,"Wed, May 15, 6:11 PM"
SRAX,Social Reality -6.9% as pivot brings revenue decline,"Wed, May 15, 6:08 PM"
NAVG,The Navigators revises dates for previously announced dividend,"Wed, May 15, 6:08 PM"
PRRSF,Posera reports Q1 results,"Wed, May 15, 6:07 PM"
MGDPF,Marathon Gold reports Q1 results,"Wed, May 15, 6:07 PM"
NETE,"Net Element misses by $0.10, misses on revenue","Wed, May 15, 6:06 PM"
HCMC,Healthier Choices Management reports Q1 results,"Wed, May 15, 6:06 PM"
SLTTF,Slate Office REIT declares $0.0333 dividend,"Wed, May 15, 6:05 PM"
ZTO,"ZTO Express misses by $0.02, beats on revenue","Wed, May 15, 6:05 PM"
WELL,Welltower completes $1.25B portfolio purchase,"Wed, May 15, 6:04 PM"
,Ottawa Savings Bancorp declares $0.06 dividend,"Wed, May 15, 6:03 PM"
NTES,"NetEase beats by $1.01, revenue in-line","Wed, May 15, 6:03 PM"
DL,"China Distance Education beats by $0.06, beats on revenue","Wed, May 15, 6:02 PM"
,Kearny Financial Corp. declares $0.06 dividend,"Wed, May 15, 6:00 PM"
,On the hour,"Wed, May 15, 6:00 PM"
NWGI,Newgioco reports Q1 results,"Wed, May 15, 6:00 PM"
LMT,Turkey nixes U.S. request to delay Russian missile defense deal,"Wed, May 15, 5:59 PM"
EVC,TV gains mitigate revenue drop in Entravision earnings,"Wed, May 15, 5:56 PM"
PNR,Trian Fund gets out of Pentair,"Wed, May 15, 5:56 PM"
AQARF,Aquila Resources reports Q1 results,"Wed, May 15, 5:52 PM"
AHOTF,American Hotel Income Properties REIT LP declares $0.054 dividend,"Wed, May 15, 5:47 PM"
,Essex Property Trust declares $1.95 dividend,"Wed, May 15, 5:45 PM"
FPPP,FieldPoint Petroleum reports Q1 results,"Wed, May 15, 5:44 PM"
,KBR declares $0.08 dividend,"Wed, May 15, 5:44 PM"
BLNK,Blink Charging reports Q1 results,"Wed, May 15, 5:43 PM"
UGP,Ultrapar Participacoes reports Q1 results,"Wed, May 15, 5:42 PM"
ESI,Pershing Square exits Element Solutions stake,"Wed, May 15, 5:39 PM"
SMMCF,Summit Industrial Income REIT declares CAD 0.045 dividend,"Wed, May 15, 5:38 PM"
ALC,Alcon revenue in-line,"Wed, May 15, 5:38 PM"
,Servotronics declares $0.16 dividend,"Wed, May 15, 5:37 PM"
HUYA,Huya Broadcasting Q1 2019 Earnings Preview,"Wed, May 15, 5:35 PM"
AINV,Apollo Investment Q4 Earnings Preview,"Wed, May 15, 5:35 PM"
PINS,Pinterest Q1 Earnings Preview,"Wed, May 15, 5:35 PM"
IQ,iQIYI Q1 Earnings Preview,"Wed, May 15, 5:35 PM"
NVDA,Nvidia Q1 Earnings Preview,"Wed, May 15, 5:35 PM"
BIDU,Baidu Q1 Earnings Preview,"Wed, May 15, 5:35 PM"
,Notable earnings after Thursday’s close,"Wed, May 15, 5:35 PM"
AMAT,Applied Materials Q2 Earnings Preview,"Wed, May 15, 5:35 PM"
TANH,Tantech Holdings reports FY results,"Wed, May 15, 5:34 PM"
GLYE,GlyEco reports Q1 results,"Wed, May 15, 5:33 PM"
RVP,Retractable Technologies reports Q1 results,"Wed, May 15, 5:31 PM"
WIX,Wix.com Q1 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
WMT,Walmart Q1 2020 Earnings Preview,"Wed, May 15, 5:30 PM"
FRO,Frontline Q1 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
,Notable earnings before Thursday’s open,"Wed, May 15, 5:30 PM"
MANU,Manchester United Q3 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
KEM,Kemet Q4 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
NICE,NICE-Systems Q1 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
EXP,Eagle Materials Q4 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
,"NEW, SKY, DDS and VRTU among notable after hour movers","Wed, May 15, 5:30 PM"
MMYT,MakeMyTrip Q4 2019 Earnings Preview,"Wed, May 15, 5:30 PM"
CHCI,Comstock Homebuilding reports Q1 results,"Wed, May 15, 5:29 PM"
KEX,Houston Ship Channel reopens to normal two-way traffic,"Wed, May 15, 5:29 PM"
PVVTF,"Pivot Technology Solutions beats by $0.02, beats on revenue","Wed, May 15, 5:28 PM"
LYDIF,Lydian International reports Q1 results,"Wed, May 15, 5:27 PM"
SPVNF,Spectra7 Microsystems reports Q1 results,"Wed, May 15, 5:26 PM"
TRQ,"Turquiose Hill Resources beats by $0.03, beats on revenue","Wed, May 15, 5:26 PM"
MICR,Micron Solutions reports Q1 results,"Wed, May 15, 5:24 PM"
TNISF,"Técnicas Reunidas, S.A. reports Q1 results","Wed, May 15, 5:23 PM"
PBIP,Prudential Bancorp declares $0.05 dividend,"Wed, May 15, 5:22 PM"
ARESF,Artis Real Estate Investment Trust declares CAD 0.045 dividend,"Wed, May 15, 5:21 PM"
STT.PG,State Street Corporation DEP SHS PFD G declares $0.3343 dividend,"Wed, May 15, 5:19 PM"
NPRUF,Northview Apartment Real Estate Investment Trust declares CAD 0.1358 dividend,"Wed, May 15, 5:19 PM"
STT,State Street names Fawcett lead director,"Wed, May 15, 5:18 PM"
,Kadant declares $0.23 dividend,"Wed, May 15, 5:18 PM"
STT.PE,State Street Corporation SHS REPSTG PFD E declares $0.375 dividend,"Wed, May 15, 5:18 PM"
BYGRF,Boyuan Construction reports Q3 results,"Wed, May 15, 5:17 PM"
CDPYF,Canadian Apartment Properties Real Estate Investment Trust declares CAD 0.1150 dividend,"Wed, May 15, 5:17 PM"
VWORK,WeWork losses narrow in Q1,"Wed, May 15, 5:17 PM"
STT.PD,State Street Corporation DEP SHS 1/4000 D declares $0.3681 dividend,"Wed, May 15, 5:17 PM"
VICI,Vici boosts credit facility to $1.0B,"Wed, May 15, 5:16 PM"
HEBT,Hebron Technology reports FY results,"Wed, May 15, 5:15 PM"
,Eagle declares $0.22 dividend,"Wed, May 15, 5:15 PM"
BOWFF,Boardwalk Real Estate Investment Trust beats on revenue,"Wed, May 15, 5:15 PM"
UHS,Universal Health Services declares $0.10 dividend,"Wed, May 15, 5:15 PM"
GLGLF,GLG Life Tech reports Q1 results,"Wed, May 15, 5:14 PM"
CFG.PD,Citizens Financial Group 6.350% DEP PFD D declares $0.396875 dividend,"Wed, May 15, 5:13 PM"
STT.PC,State Street Corporation DEP SHS REPSTG 1 declares $0.3281 dividend,"Wed, May 15, 5:13 PM"
BXEFF,Bellatrix Exploration reports Q1 results,"Wed, May 15, 5:13 PM"
,Voya Equity closed end funds declares monthly distributions,"Wed, May 15, 5:11 PM"
,State Street declares $0.47 dividend,"Wed, May 15, 5:11 PM"
GPL,"Great Panther Silver misses by $0.04, misses on revenue","Wed, May 15, 5:11 PM"
HFBC,HopFed Bancorp declares $0.23 dividend,"Wed, May 15, 5:11 PM"
NTIP,Network-1 Technologies reports Q1 results,"Wed, May 15, 5:10 PM"
SISXF,Savaria reports Q1 results,"Wed, May 15, 5:09 PM"
TGP,"Greenlight adds Teekay position, closes Shutterfly","Wed, May 15, 5:09 PM"
PCG,"PG&E power lines blamed for deadly Camp Fire, CalFire says","Wed, May 15, 5:07 PM"
,KeyCorp declares $0.17 dividend,"Wed, May 15, 5:07 PM"
NSYS,Nortech Systems reports Q1 results,"Wed, May 15, 5:06 PM"
FNLIF,First National Financial Corporation declares CAD 0.158333 dividend,"Wed, May 15, 5:06 PM"
KRO,KRONOS Worldwide declares $0.18 dividend,"Wed, May 15, 5:05 PM"
,Chemung Financial declares $0.26 dividend,"Wed, May 15, 5:05 PM"
MET.PA,MetLife Fltg Rate Non Cum Preferred Stock Series A declares $0.2611 dividend,"Wed, May 15, 5:05 PM"
KRG,Kite Realty declares $0.3175 dividend,"Wed, May 15, 5:04 PM"
TPRFF,Gran Colombia Gold beats by $0.01,"Wed, May 15, 5:04 PM"
MET.PE,"MetLife, Inc. Deposit Shs Repr Non-Cum Perp Red Pfd Shs Series E declares $0.3515625 dividend","Wed, May 15, 5:03 PM"
AABA,Altaba to start selling Alibaba ADSs on May 20,"Wed, May 15, 5:03 PM"
RDN,Radian Group declares $0.0025 dividend,"Wed, May 15, 5:02 PM"
,Orchid Island Capital declares $0.08 dividend,"Wed, May 15, 5:02 PM"
KEY.PJ,KeyCorp DEP SHS PFD F declares $0.353125 dividend,"Wed, May 15, 5:01 PM"
ZTS,Zoetis Inc. declares $0.164 dividend,"Wed, May 15, 5:01 PM"
,Essex Property Trust declares $1.95 dividend,"Wed, May 15, 5:00 PM"
,Everest Re Group declares $1.40 dividend,"Wed, May 15, 4:59 PM"
KEY.PI,KeyCorp Deposit Shs Repr Non-Cum Perp Pfd Registered Shs Series E declares $0.382813 dividend,"Wed, May 15, 4:59 PM"
